"metric","rmse","mae","r2","offline","online"
"cosine",1.08392469150173,0.853432796428413,0.127872774271493,35.2343239784241,0.630654859542847
"cosine",1.04233548577442,0.820722289264779,0.160775726432677,35.2828187942505,0.632508897781372
"cosine",1.02843732971267,0.809427052316433,0.175324227838306,35.2342340946198,0.634960699081421
"cosine",1.02320769358019,0.805389305768775,0.181248812858888,35.3252291679382,0.656370806694031
"cosine",1.02121639303447,0.804225141821812,0.183490661423029,35.3750810623169,0.64583785533905
"cosine",1.02089318701292,0.804503503842515,0.183544049087681,35.1770808696747,0.656381893157959
"cosine",1.02124765278662,0.805327055532021,0.182590815287672,35.5503280162811,0.657230687141418
"cosine",1.02202131494202,0.806485563383885,0.180970966946128,35.3656849861145,0.676381731033325
"cosine",1.02309815830452,0.808201199502184,0.178746769997326,35.1776080131531,0.667670655250549
"cosine",1.02444090928586,0.810212333836034,0.176114044654864,35.2106781005859,0.667664790153503
"cosine",1.02574859828959,0.812300910358551,0.173563972521081,0,0.675531244277954
"cosine",1.02702565675987,0.814181827175828,0.171080905040863,0,0.686062073707581
"cosine",1.02832362083989,0.816075962890592,0.168593903494869,0,0.677326345443726
"cosine",1.02959070877994,0.817909878467429,0.166210778197585,0,0.678584861755371
"cosine",1.03073281436678,0.819578827196141,0.164071396923727,0,0.692115449905396
"cosine",1.03187402455472,0.821219403362187,0.161971927186721,0,0.688865685462952
"cosine",1.03286066843229,0.822644084900325,0.160135725452628,0,0.696397686004639
"cosine",1.03384796804857,0.823987804718854,0.158350498547746,0,0.697798490524292
"cosine",1.03481493680243,0.825209845812339,0.156630701979454,0,0.707650995254517
"cosine",1.03571646935976,0.826328875445019,0.155035156148548,0,0.695097088813782
"cosine",1.03652429252354,0.827362813707825,0.15360532802357,0,0.697367310523987
"cosine",1.03726979243404,0.828316698104111,0.152295079447123,0,0.708872270584106
"cosine",1.03804475087393,0.829238782238556,0.150960220489943,0,0.698531460762024
"cosine",1.03876337058087,0.830084842122015,0.149727577004026,0,0.704586625099182
"cosine",1.03944692789532,0.83080716202158,0.148580967548642,0,0.711063480377197
"cosine",1.04002599247526,0.831383306561388,0.147620016978112,0,0.709418940544128
"cosine",1.04058139250318,0.83187718475323,0.146713361033713,0,0.705256915092468
"cosine",1.04109438304763,0.832343494168357,0.145883852362603,0,0.723661470413208
"cosine",1.04150407061498,0.832731850978893,0.145216469510213,0,0.710864615440369
"cosine",1.04187311629177,0.833070895411714,0.144613386387158,0,0.715868830680847
"acosine",1.00902131189827,0.793769961381231,0.224773058239638,37.4356331825256,0.60783588886261
"acosine",0.972855743707534,0.766322256022663,0.258587190269841,37.2349870204926,0.624915742874146
"acosine",0.96347367742787,0.759092517080318,0.268577718871044,37.0586311817169,0.624994611740112
"acosine",0.960655109087728,0.757400400978236,0.271843354463163,37.0674510002136,0.634435415267944
"acosine",0.960845300600216,0.758122255120007,0.271563742531411,37.2016999721527,0.645486736297607
"acosine",0.962376669516283,0.760087345584443,0.26956857570091,37.3417620658875,0.65847475528717
"acosine",0.964447975112629,0.762358711126092,0.266863283157528,37.2697241306305,0.653030633926392
"acosine",0.96701676472538,0.76508650734363,0.263374185567611,37.0285079479218,0.663055562973022
"acosine",0.969585459426065,0.767865179861328,0.259843502022817,37.1628608703613,0.659583902359009
"acosine",0.972299937772865,0.770853028025671,0.255996406374394,37.4099478721619,0.673203659057617
"acosine",0.975061042898269,0.773824082377457,0.251998267149262,0,0.67786271572113
"acosine",0.977640277835701,0.776624487885886,0.24820821616835,0,0.669839859008789
"acosine",0.980030929591563,0.77922327913647,0.244664123195291,0,0.677936744689941
"acosine",0.982332278469636,0.781643666322616,0.241184127936563,0,0.685111665725708
"acosine",0.984356140772458,0.783820027640623,0.238106400443816,0,0.689125895500183
"acosine",0.986223685517682,0.785755491996565,0.235223054185896,0,0.676484632492065
"acosine",0.987962875600782,0.787601150026237,0.232507601527136,0,0.686509490013123
"acosine",0.989559374398419,0.789217161383884,0.229996943561547,0,0.683161425590515
"acosine",0.991006423851846,0.790636371574627,0.227700763628898,0,0.695020842552185
"acosine",0.992334486050573,0.791903922305703,0.225572722214004,0,0.68892810344696
"acosine",0.993543689625004,0.793058333836609,0.223621026468432,0,0.689505672454834
"acosine",0.994627958528038,0.794098289051964,0.221862448683243,0,0.689359974861145
"acosine",0.99565508021912,0.795049998961095,0.220185705820311,0,0.696147799491882
"acosine",0.996601191666275,0.79591357964715,0.218625640286126,0,0.685887742042542
"acosine",0.997388873808789,0.796568089600464,0.217316865389496,0,0.697358012199402
"acosine",0.998082974791572,0.797143288749288,0.216158169231357,0,0.707769441604614
"acosine",0.998733126060312,0.797641970533731,0.215055303992357,0,0.700566005706787
"acosine",0.999310324768431,0.798090627244313,0.214066572908804,0,0.707157158851624
"acosine",0.999816549208308,0.798477115681673,0.213197003479204,0,0.701392006874084
"acosine",1.00025258480698,0.798822385087564,0.212444077009256,0,0.699945521354675
"pcc",1.1075258394244,0.885917590450565,0.115454054475194,37.3972170352936,0.622618269920349
"pcc",1.05922367540645,0.848869570544325,0.146932618118352,37.012552022934,0.627669548988342
"pcc",1.04046398281789,0.833881387959747,0.161844423680239,37.6249310970306,0.629044508934021
"pcc",1.03160835000571,0.826522221378258,0.169166263228047,37.3749499320984,0.64483528137207
"pcc",1.0268039643257,0.822424010309376,0.173166636237248,37.1334171295166,0.652527594566345
"pcc",1.02446020272195,0.820334309345178,0.174878808258526,37.1134011745453,0.652704858779907
"pcc",1.02325899054124,0.819208355077364,0.175564866774297,37.3733789920807,0.653657746315002
"pcc",1.02280272832104,0.818760420520268,0.175552484489035,37.5570929050446,0.659029293060303
"pcc",1.02273107643854,0.818565382769451,0.175217318654459,37.469691991806,0.663779783248901
"pcc",1.02302053814097,0.81882455360632,0.174480026256373,37.3945500850677,0.665572905540466
"pcc",1.02365241851464,0.819347043425618,0.173307392359058,0,0.668699336051941
"pcc",1.02416354349887,0.819842557581681,0.172384891431732,0,0.672130799293518
"pcc",1.02468696913601,0.820325124429136,0.171484429767381,0,0.679307460784912
"pcc",1.02535000139961,0.820861215290237,0.170381435011699,0,0.66968994140625
"pcc",1.02601659819221,0.821493070307603,0.169284070173716,0,0.681951236724853
"pcc",1.02656007344464,0.821997725721808,0.168396745825873,0,0.680047845840454
"pcc",1.02702156287681,0.822434820162726,0.167647036966303,0,0.699804496765137
"pcc",1.02747977222932,0.822888376566422,0.166906243498704,0,0.68708119392395
"pcc",1.02796999294909,0.823350359867899,0.166113057427083,0,0.693935775756836
"pcc",1.02840689576294,0.823748979161345,0.165406870765926,0,0.689756035804749
"pcc",1.0287544487967,0.824057613905942,0.164843368678806,0,0.691102647781372
