"method","rmse","mae","r2","offline","online"
"gow",0.965675910079887,0.759983797049602,0.258857375198925,22.4250550270081,3.31745607852936
"gow",0.953770644575494,0.74988753539285,0.277027447348835,22.2490029335022,4.41667761802673
"gow",0.952214232889596,0.74845994910341,0.279385864703525,21.9222130775452,5.49321982860565
"gow",0.952374826363835,0.748634480647541,0.279143466252145,21.2171001434326,6.36794035434723
"gow",0.953059667686184,0.749293391928076,0.278106041651339,21.1787259578705,7.03691072463989
"gow",0.95391580615798,0.750166954120522,0.276808255647971,21.3177890777588,7.56745340824127
"gow",0.954639917817418,0.750779624361409,0.275709994962504,21.1608128547668,7.99990434646606
"gow",0.955311982401653,0.751362129512083,0.274689852125212,21.4136109352112,8.40389976501465
"gow",0.955823730142051,0.751820164652923,0.273912563817657,21.1856670379639,8.7305403470993
"gow",0.9562989485779,0.752209962255774,0.273190471157476,21.3108108043671,8.9357917547226
"gow",0.956688170278983,0.752562174562708,0.272598357642703,0,9.15969142913818
"gow",0.956962084879601,0.752831246963094,0.272182017892931,0,9.22284388542175
"gow",0.957154722890362,0.753024615072133,0.271888815513204,0,9.41376707553863
"gow",0.957337792710966,0.753187179359665,0.271610184321514,0,9.53565871715546
"gow",0.957464726388934,0.753309694139507,0.271416951477358,0,9.67037177085876
"gow",0.957572885172574,0.753408090539804,0.271252390863271,0,9.91617043018341
"gow",0.957652865842179,0.75348114653815,0.271130856148147,0,9.95611391067505
"gow",0.957708199382526,0.753539645565464,0.27104655737913,0,9.99163670539856
"gow",0.957748974602488,0.753578858808285,0.270984495725195,0,10.0766168832779
"gow",0.957774198066407,0.753603540003624,0.270946142049667,0,10.0732965230942
"gow",0.957791369519983,0.753618299118604,0.270920039447567,0,10.0522396564484
"gow",0.957801366121786,0.753629381971586,0.270904871902918,0,10.0859136343002
"gow",0.957808705518693,0.753638024992207,0.270893719705618,0,10.1709182262421
"gow",0.95781304562592,0.753644298767082,0.270887120436099,0,10.1492353916168
"gow",0.957815881498721,0.753647975225359,0.270882808635707,0,10.1415081262589
"gow",0.957816840788358,0.753649577454082,0.270881355458155,0,10.0858154058456
"gow",0.957817032047002,0.753649926758848,0.270881066096609,0,10.0347165822983
"gow",0.957817049493457,0.753649946333451,0.270881039093613,0,10.0853904247284
"gow",0.957817049493457,0.753649946333451,0.270881039093613,0,10.1200197458267
"gow",0.957817049493457,0.753649946333451,0.270881039093613,0,10.1657020330429
"hl",0.96502083603973,0.758855402125393,0.257777119782977,13.7565069198608,2.22429184913635
"hl",0.954139226714007,0.749954972295539,0.274435513357123,13.7960970401764,2.90465035438538
"hl",0.952881006332562,0.749001766302299,0.276350862844256,13.7309000492096,3.58576221466064
"hl",0.953251821318643,0.749293642785224,0.275786497772093,13.2761991024017,4.05689363479614
"hl",0.953957257822683,0.749934383952346,0.274716077771207,13.4441871643066,4.46207275390625
"hl",0.954573561915535,0.750438750511461,0.273778330270059,13.5594260692596,4.73346486091614
"hl",0.95522631623892,0.751011222411655,0.272786184682935,13.5137448310852,5.01450002193451
"hl",0.955772812634405,0.751450468325897,0.271954349613365,13.5273971557617,5.19451711177826
"hl",0.956248927932496,0.751856998263679,0.271228821708971,13.6765191555023,5.39168510437012
"hl",0.956606215607528,0.752204794295958,0.270684334583273,13.5377259254456,5.51385760307312
"hl",0.956885597433169,0.752478521986914,0.270258460470074,0,5.66380121707916
"hl",0.95710729607908,0.752694438012813,0.269920841969241,0,5.66707320213318
"hl",0.957298560102959,0.752880387599797,0.269629019063135,0,5.86556470394135
"hl",0.95743978255905,0.753009612169813,0.269413620482278,0,5.87521042823792
"hl",0.957555043590685,0.753111939923539,0.269237804873302,0,5.97741284370422
"hl",0.957640932406207,0.753197219944585,0.269106894866166,0,6.06225521564484
"hl",0.957705414917356,0.753257154086771,0.269008470424191,0,6.1075982093811
"hl",0.957749857523898,0.753304666574319,0.268940550593593,0,6.15746049880981
"hl",0.957787947609619,0.753341818126863,0.268882383652015,0,6.15138387680054
"hl",0.957808559512343,0.75336271264142,0.268850921811364,0,6.15798931121826
"hl",0.957820660596301,0.753374681805566,0.268832515130396,0,6.18700258731842
"hl",0.957830013101388,0.7533833065441,0.268818266332731,0,6.20181562900543
"hl",0.95783625419513,0.753390725109788,0.268808743523547,0,6.28567523956299
"hl",0.957840743848844,0.753396261394646,0.268801897007706,0,6.25671765804291
"hl",0.957843644110734,0.753400570021607,0.268797479806352,0,6.24698026180267
"hl",0.957844831394209,0.753402622539337,0.268795663239184,0,6.22223961353302
"hl",0.957844895133707,0.753402757697812,0.268795564328681,0,6.21054630279541
"hl",0.957844895133707,0.753402757697812,0.268795564328681,0,6.2446396112442
"hl",0.957844895133707,0.753402757697812,0.268795564328681,0,6.2216432094574
"hl",0.957844895133707,0.753402757697812,0.268795564328681,0,6.25065665245056
"kproto",0.958835554600548,0.754653669728359,0.268940932922762,22.2130300998688,3.3627475976944
"kproto",0.947610404784304,0.745292755890602,0.2859650414312,21.2134490013123,4.34914493560791
"kproto",0.946219454201189,0.744051327946264,0.288068295314524,21.5220630168915,5.46186835765839
