"gow","hl","kproto","mk","msk","famd","mrk","kam"
183.872184184462,1047.96011742565,2357.39673905645,276.573097029496,642.680390698855,1790.58295819379,143.633661203446,-2972.99033342766
118.350874166154,660.743664000574,2132.36695156179,153.813909339511,422.424551001832,1091.26415386171,140.256820792239,-2142.6892814153
84.0473448505586,489.235528869897,1962.93318559604,105.016008103236,302.170458280708,771.806521760448,137.708754240676,-1820.2569087257
66.460899524281,371.926221238198,1874.42120857126,79.6508022949217,239.941815781991,588.250974578896,136.557588962999,-1562.99473273316
55.8885867109955,309.335846799332,1784.7319654468,65.4052700696405,186.800229166986,476.071352864059,135.154432420932,-1363.07927546223
47.826591495125,265.213510809753,1727.29940415977,53.7909348843952,156.179780375617,395.52946784392,134.972877898863,-1040.46443577444
40.1288231100506,232.110781026167,1666.35735986417,46.7956967678672,134.291522039922,329.921585678361,134.850193165719,-1123.82239668705
35.4520775829117,195.815917587878,1613.66871318723,40.0412534502301,111.908506086413,275.897940683831,134.780777029437,-889.117404586711
31.5376738735054,181.305883744726,1557.57750480523,35.5881209355481,100.809653352893,242.478400266669,134.774193720204,-787.152939095193
27.3386577944526,157.317906780403,1521.78767365154,31.6868236713077,90.2129425986986,215.572466170769,135.194188316241,-706.317541840311
25.4316703939032,145.515191379328,1519.07339366543,27.6657508738145,76.5621105314797,192.831337297099,134.650802049932,-754.404156591632
23.0335218497511,132.912203586587,1494.99641851036,25.6122109317811,76.1521490878567,174.367113484126,135.120387090607,-647.311970568731
21.4203661587808,121.261811110914,1479.44659307192,24.3781129701613,52.8756433452805,160.239533989977,135.151158559434,-672.19694871391
19.8653820247924,117.934737128963,1448.13661249396,21.3697090031451,59.1878517225187,146.477690864363,135.046832743235,-622.168614909617
