"x"
84609.8207132563
77580.6576449967
72911.1440405683
69508.9196616745
66842.4591723663
64387.9930570679
62418.1621332848
60760.2221074014
59296.8102838251
58004.0084777076
56884.405349176
56008.5680957674
54818.8408898154
53998.7886524519
