"rmse","mae","r2","offline","online"
0.965846871331835,0.758233895698016,0.247966941220059,1.57552924950918,3.73942031860352
0.953393440127397,0.748603246430475,0.267240130593156,1.04338961839676,5.09464011192322
0.951065138104325,0.74670913119418,0.270818924592476,1.24683715105057,6.42625710964203
0.95079637550828,0.746451894921718,0.271229715748215,1.40144583384196,7.171923828125
0.950963626362237,0.746641401706259,0.270972263056457,1.0194241642952,7.98983039855957
0.951452418830367,0.747144787396909,0.270223025813976,57.0990891456604,8.61892931461334
0.951929850196048,0.747615489123873,0.269490185147941,1.06444078286489,9.17445702552795
0.952439124498442,0.748045888652077,0.26870813703951,1.08914523522059,9.6534806728363
0.952861649638605,0.748419516444075,0.268058553362418,1.08286759853363,10.0744888544083
0.953229407058304,0.748742220726403,0.267493051350662,1.06881838242213,10.5701203107834
0.953529329541624,0.749007068949778,0.267032109276431,0,11.0949816226959
0.953803433129738,0.749245542213418,0.266611014708369,0,11.2486386060715
0.954003980663728,0.749448768551101,0.266302629335448,0,11.4091389894485
0.954184907322753,0.74961970196982,0.266024318393882,0,11.7040160894394
0.954338109154827,0.749753443874913,0.265788779372904,0,11.7839075565338
0.954459145979323,0.749870119175683,0.265602628073039,0,12.460515499115
0.954544607880368,0.749958004269471,0.265471051394562,0,12.5533696174622
0.954629927972638,0.75003684084764,0.265339717310026,0,12.5017776727676
0.954696770501422,0.750100205642758,0.265236909317053,0,12.5777883291245
0.954749059877492,0.750154568094966,0.265156483824465,0,12.7332696199417
0.954794718831015,0.750197307666593,0.26508621411835,0,12.6129007101059
0.954834210877529,0.750234977433285,0.265025355624394,0,13.0366297006607
0.954860044533365,0.750262898373955,0.264985553772241,0,12.8172426462173
0.954878578677034,0.750281373446553,0.264957093645403,0,12.1954780340195
0.954891480505143,0.750293797498347,0.264937276704974,0,12.1299489736557
0.95489887810686,0.750302312707221,0.264925906474884,0,12.4555112123489
0.954906112616319,0.750311085992651,0.264914776756537,0,12.7485514163971
0.9549108972616,0.750316451489178,0.264907421339693,0,12.4385746479034
0.954916701458874,0.750322082102049,0.264898496092463,0,12.5034860849381
0.954920173287069,0.750326121176958,0.26489315648736,0,12.5090896368027
