"beta","rmse","mae","r2","offline","online"
2.9,1.06999609388356,0.838331323789552,0.152425089946237,39.4642269611359,0.526470851898193
2.9,1.04796482576585,0.821153459368646,0.167283695602239,37.2155151367188,0.527088451385498
2.9,1.0402585999809,0.815072737639826,0.172239161471387,32.8479838371277,0.528862833976746
2.9,1.03609943154156,0.8114911104565,0.173930810109908,40.2966120243073,0.553419923782349
2.9,1.03376905062253,0.809568163996622,0.17517041304687,28.9925019741058,0.559207010269165
2.9,1.0320119841626,0.808091689916071,0.176495054124457,32.5187170505524,0.542126202583313
2.9,1.030676944607,0.806924682800077,0.177597957288378,31.8361570835114,0.549851632118225
2.9,1.02965121305163,0.805971359356488,0.17828692359994,23.8313701152802,0.556522989273071
2.9,1.02902182705657,0.805370789482966,0.178929127089916,30.9571688175201,0.573654317855835
2.9,1.02849214841685,0.804915157113139,0.179449238354241,23.6442048549652,0.56954984664917
2.9,1.02824354360146,0.804612047755951,0.180076030049831,0,0.570704793930054
2.9,1.02812357579926,0.804479727790189,0.180085746012293,0,0.548064422607422
2.9,1.02798160573861,0.804314346007593,0.180816087698232,0,0.566452288627625
2.9,1.02839287415623,0.804628063257527,0.181227376925383,0,0.554659128189087
2.9,1.02883539792733,0.804858238192372,0.181867596747899,0,0.58092360496521
2.9,1.02887318995949,0.804871766785014,0.182900214186221,0,0.559944891929626
2.9,1.02960438819262,0.805275382519847,0.183316898713327,0,0.586325788497925
2.9,1.03014988422789,0.805671828885496,0.183474523690931,0,0.583187890052795
2.9,1.03027933197327,0.805796500777112,0.18418247445044,0,0.590193819999695
2.9,1.03057245158492,0.806019631075513,0.184375686506704,0,0.583495378494263
2.9,1.03124993223242,0.806524968450631,0.184545231629526,0,0.603367567062378
2.9,1.0318007576392,0.80700061028897,0.184635134044483,0,0.606914186477661
2.9,1.0320067416231,0.807187080736067,0.184910413517924,0,0.597422099113464
2.9,1.03218909904648,0.807282147875939,0.185040551896156,0,0.5948317527771
2.9,1.03229898737672,0.80739108995819,0.185430032306139,0,0.605437064170837
2.9,1.03271321205869,0.807780695771979,0.185774367878598,0,0.600914812088013
2.9,1.03268551580221,0.807673973874977,0.186412831963516,0,0.600946879386902
2.9,1.03259337355622,0.807727931073812,0.186865352930138,0,0.606717586517334
2.9,1.0326333167646,0.807842024418237,0.187226621898894,0,0.608586406707764
2.9,1.03291020234639,0.808046149429071,0.187284284699674,0,0.595432305335999
3,1.10082880567,0.867772101920075,0.117564213070793,24.2733459472656,0.492470502853394
3,1.07348280241801,0.8462720949583,0.132998019862432,24.1224958896637,0.498723983764648
3,1.06311417403022,0.837733006013108,0.139504074833031,23.5100820064545,0.500789093971252
3,1.05746413036147,0.832545803949482,0.142120858158501,24.243968963623,0.517797374725342
