"gow","hl","kproto","mk","msk","famd","mrk","kam"
0.150702970088766,1.29778085216845,27470.4008092672,1922.72777023958,585.69155220785,16890.5962794579,16197.5440191143,-22211.3438575366
0.139220309657956,1.11660810961744,26293.6669671083,1141.30541578822,493.498134639438,14944.530203138,15023.8047916873,-9689.20768864062
0.134594935986355,1.02194325041695,25828.3789904216,883.656416694504,431.765746132593,13430.4893121479,14095.4589426839,-8149.16489069275
0.131166597663534,0.98090983089645,25314.6886142035,697.448932004422,379.663873623353,11416.4099297219,13222.0475539506,-8243.81710340952
0.128265192895353,0.946731175349126,24274.5338816885,710.846772997876,346.275301882339,10176.2228104636,12418.4203413632,-6152.55426260818
0.125821417553156,0.911633508310127,23285.8219890145,545.177561236088,328.765810227736,9560.41042886123,11647.387797937,-5596.22037289993
0.123332783449784,0.888318369616511,23642.6471481447,488.768600876745,312.344248460793,8021.12046969404,10831.7654332075,-4978.95271315998
0.121044536957525,0.868665660919918,22759.1782117206,431.084525582088,300.199217265249,7172.54619092827,10152.5337618176,-5171.10808419395
0.118773232301742,0.847965129510271,22372.0892061838,400.640537541764,284.929529381037,6545.76654133718,9823.43133048237,-4881.6653796077
0.116673875842788,0.823804213830455,22145.0002210428,346.979535896659,270.412050141197,6262.78348823935,9566.4678955223,-4497.97925947928
0.114940852686067,0.808675213334196,22134.3779778115,332.479469599019,266.642188916293,5297.11167805663,9539.77053136141,-4056.96576651507
0.113433109622617,0.792511883953688,21818.0885709069,308.338457071757,250.680426757275,5752.19796398106,9434.28408070803,-5644.03675831625
0.112086924709147,0.778675299667104,21152.5805807278,321.589752406255,240.257605170672,5654.05442422494,9306.66993442446,-3755.59231474266
0.111065451985881,0.764108148225799,21062.6244213418,287.149066779999,231.403326767013,5403.07793347928,9304.53314131489,-3814.27884375984
