"rmse","mae","r2","offline","online"
0.996615117510903,0.780079748977253,0.207856421116038,5.83474183082581,1.18228018283844
0.987810883029924,0.773218304670387,0.221776615583472,7.37953305244446,1.47172629833221
0.987764586251979,0.773483901353059,0.221852123478418,6.33781099319458,1.68975787162781
0.988503805983081,0.774180815595272,0.220684382473434,6.42820000648499,1.85293111801147
0.989118658428122,0.774740667438106,0.219716435669807,7.05596494674683,1.95268952846527
0.989475959370766,0.775045575729494,0.219153108069628,5.35395002365112,2.00462894439697
0.989732981670252,0.775290275725687,0.218747217946887,5.775151014328,2.03481359481812
0.989872238411416,0.775418463425147,0.218527320804773,6.97855019569397,2.05628895759583
0.989931168727478,0.775483588248694,0.218434636462741,5.99825596809387,2.07788832187653
0.989957755802881,0.775513681418788,0.21839276183301,6.30426502227783,2.08364763259888
0.989969868397718,0.775524298134398,0.218373713147551,0,2.08679003715515
0.989976743851171,0.775529572529267,0.218362873222626,0,2.10493609905243
0.989979298014367,0.775532462547079,0.218358823353588,0,2.12268803119659
0.989980915409446,0.775535340042732,0.218356280724409,0,2.09489278793335
0.989981384324843,0.775535878536689,0.218355547955182,0,2.11502442359924
0.989981384324843,0.775535878536689,0.218355547955182,0,2.10458290576935
0.989981384324843,0.775535878536689,0.218355547955182,0,2.07961649894714
0.989981384324843,0.775535878536689,0.218355547955182,0,2.12875120639801
0.989981384324843,0.775535878536689,0.218355547955182,0,2.11507287025452
0.989981384324843,0.775535878536689,0.218355547955182,0,2.08747260570526
0.989981384324843,0.775535878536689,0.218355547955182,0,2.10143237113953
0.989981384324843,0.775535878536689,0.218355547955182,0,2.09371638298035
0.989981384324843,0.775535878536689,0.218355547955182,0,2.09628081321716
0.989981384324843,0.775535878536689,0.218355547955182,0,2.09248044490814
0.989981384324843,0.775535878536689,0.218355547955182,0,2.09391632080078
0.989981384324843,0.775535878536689,0.218355547955182,0,2.09808139801025
0.989981384324843,0.775535878536689,0.218355547955182,0,2.0999792098999
0.989981384324843,0.775535878536689,0.218355547955182,0,2.11360371112823
0.989981384324843,0.775535878536689,0.218355547955182,0,2.12233519554138
0.989981384324843,0.775535878536689,0.218355547955182,0,2.15184638500214
