"x"
23459.8298630986
15627.1697496397
11740.3506920563
9359.88028625159
7857.21973377961
6728.15440182409
5847.80596348309
5221.25806531467
4757.56343589483
4257.40609777725
3894.44183986939
3659.12325280035
3358.99624215225
3143.61306336818
