"x"
28301.3788833757
17908.4792092391
12117.2548060487
9699.9495669871
7951.36894705941
7285.19096891409
6337.9742939633
6127.96518603034
5102.95286967031
5030.39112134777
4387.48551845456
4220.05757432459
4049.16688654795
3705.21361090333
