"rmse","mae","r2","offline","online"
0.968482508956956,0.75846385580784,0.273611622859871,30.1890568733215,1.56900851726532
0.958227936855399,0.751554186350011,0.282596684448731,29.9496800899506,1.96603012084961
0.957883796471729,0.751910769122428,0.281889539289358,30.4328320026398,2.12693407535553
0.958565700639173,0.752758007532634,0.280477819312743,29.9676280021667,2.39110467433929
0.959161473192008,0.753520503694993,0.279397864110709,30.2670030593872,2.49233934879303
0.95961129864522,0.754035090690748,0.278675678993985,30.0938189029694,2.62147009372711
0.959800611056098,0.754265772907049,0.278337123675424,29.9078722000122,2.62417628765106
0.95993577321,0.754440731492435,0.278100239289279,46.2149968147278,2.71441164016724
0.959983380079882,0.754514818406734,0.278003137051714,40.2531628608704,2.64433116912842
0.96000576101932,0.754554120795014,0.277953618162118,41.8967280387878,2.71241245269775
0.960016521339234,0.754570245064208,0.277933006567128,0,2.76361489295959
0.960024830304042,0.754573835935769,0.277919584326224,0,2.69882218837738
0.960032679000227,0.75457580747807,0.277908734854176,0,2.83825204372406
0.960037698388154,0.754577744152139,0.277901473351083,0,2.83670477867126
0.960038642977878,0.754578156320248,0.277900238474427,0,2.75782859325409
0.960038641217903,0.754578155584445,0.277900240697377,0,2.80847976207733
0.960038641217903,0.754578155584445,0.277900240697377,0,2.84571964740753
0.960038641217903,0.754578155584445,0.277900240697377,0,2.78815762996674
0.960038641217903,0.754578155584445,0.277900240697377,0,2.80180089473724
0.960038641217903,0.754578155584445,0.277900240697377,0,2.81504349708557
0.960038641217903,0.754578155584445,0.277900240697377,0,2.90272686481476
0.960038641217903,0.754578155584445,0.277900240697377,0,2.89474353790283
0.960038641217903,0.754578155584445,0.277900240697377,0,2.86217107772827
0.960038641217903,0.754578155584445,0.277900240697377,0,2.95250878334045
0.960038641217903,0.754578155584445,0.277900240697377,0,2.96799027919769
0.960038641217903,0.754578155584445,0.277900240697377,0,3.00947058200836
0.960038641217903,0.754578155584445,0.277900240697377,0,2.84279282093048
0.960038641217903,0.754578155584445,0.277900240697377,0,2.87713193893433
0.960038641217903,0.754578155584445,0.277900240697377,0,3.24292647838593
0.960038641217903,0.754578155584445,0.277900240697377,0,2.91895537376404
