"predictor","rmse","mae","r2","offline","online"
"z score",0.995937915188716,0.788094258722828,0.231411059148954,0,45.1894644498825
"z score",0.995788212989332,0.787924555778093,0.231805018738376,0,45.1970869064331
"z score",0.995697896898295,0.787775025731362,0.231947583174039,0,43.9747857093811
"z score",0.995712319737976,0.787727740308852,0.231829316743241,0,43.1703804969788
"z score",0.995702914600358,0.78769425400175,0.232020505324748,0,44.001785159111
"z score",0.995635304099609,0.787527698129487,0.23220332954875,0,45.2641982078552
"z score",0.995219480339965,0.787200426569543,0.232838901623003,0,45.2826202630997
"z score",0.99505553706927,0.787078985449656,0.233012416576724,0,44.3306661367416
"z score",0.994899209595415,0.786948027621144,0.233097786337028,0,44.5228164196014
"z score",0.994992797035245,0.787036342713679,0.233113917075433,0,44.9919109344482
"discrete",1.12797243055663,0.830404123594539,0.144356318460894,36.3907670974731,1.04694998264313
"discrete",1.1099021199678,0.809028241506908,0.150525642619984,35.7764790058136,1.06493303775787
"discrete",1.10430268974443,0.801558600330422,0.151098373762898,35.5994479656219,1.06805691719055
"discrete",1.10092493073154,0.798036729996909,0.151082309369288,35.8598439693451,1.09330070018768
"discrete",1.09771307062788,0.795793693204096,0.151810159198456,34.9537069797516,1.10746493339539
"discrete",1.09681331252185,0.793756926292968,0.151338200143027,35.502503156662,1.11883900165558
"discrete",1.09757860120559,0.794025919206241,0.149506783201442,36.0941009521484,1.12335352897644
"discrete",1.09817720467411,0.794813949137787,0.14856860724519,34.7426919937134,1.1210919380188
"discrete",1.09901802184067,0.795425286661839,0.147394643695633,35.4242088794708,1.12627215385437
"discrete",1.10056247594214,0.797214016832691,0.1458691515458,35.6670110225677,1.13526854515076
"discrete",1.10089478944083,0.79752289713361,0.145374526278402,0,1.14196696281433
"discrete",1.10122346222295,0.797780583977442,0.145066847591185,0,1.14536662101746
"discrete",1.10136288075859,0.79793638353049,0.14494041066096,0,1.15127105712891
"discrete",1.10122777022974,0.797691540247832,0.145102928542642,0,1.14496450424194
"discrete",1.10137874280066,0.797937304896306,0.145111368125699,0,1.15836098194122
"discrete",1.10157866714052,0.79806652668677,0.145103053701189,0,1.15223269462585
"discrete",1.10140792038117,0.797886402157435,0.145257828066889,0,1.16708097457886
"discrete",1.10139850690673,0.797701849596843,0.145442276599227,0,1.16411051750183
"discrete",1.10169754079585,0.797840518152962,0.145408568904365,0,1.17133731842041
"discrete",1.10160530214283,0.797770193700312,0.145553344437737,0,1.16678900718689
"discrete",1.10141184773752,0.797519199977818,0.145563069236989,0,1.17679567337036
"discrete",1.10115229695682,0.797278589528133,0.145709716454376,0,1.17717528343201
"discrete",1.10111598628019,0.79726860739624,0.145751443994431,0,1.1838240146637
"discrete",1.10118648443179,0.797414046606211,0.145667858637433,0,1.18642687797546
"discrete",1.10116041971546,0.797344037734037,0.145687548041135,0,1.17748348712921
"discrete",1.10120819452613,0.79729902379828,0.145660334294173,0,1.17442343235016
"discrete",1.10136871386573,0.797414012312025,0.145577180512245,0,1.18702461719513
"discrete",1.10131637873833,0.797374104486759,0.145691559371444,0,1.19438982009888
"discrete",1.10136563878581,0.79742926929615,0.145690142549536,0,1.1796600818634
"discrete",1.10139154856413,0.797474417652311,0.145701666493172,0,1.18322525024414
