"x"
23502.7186286898
15628.8932093962
11755.9892329843
9382.97211431154
7849.04738675719
6717.98008938469
5909.34389891716
5242.39776494146
4719.70538305565
4293.33855595673
3912.45884789404
3598.38068359728
3346.0857235155
3132.27168421145
