"rmse","mae","r2","offline","online"
0.999022840013846,0.783097630705115,0.24842549773198,8.88740801811218,1.49946522712708
0.989481343582735,0.77512703213868,0.255386242570681,8.06131505966187,1.91138625144958
0.988718533097528,0.774520725716388,0.255377821866178,6.8343780040741,2.17351722717285
0.98940797244656,0.775231122705015,0.254223497122586,8.40544080734253,2.34099562168121
0.989999912117834,0.77584071765791,0.253353080457957,8.77131080627441,2.47382407188416
0.990377496271449,0.776206248897226,0.252827784044658,7.67974996566772,2.50086061954498
0.990583301770156,0.776384618599681,0.252554147885529,7.43215107917786,2.57019901275635
0.990701708026016,0.776483487611092,0.252401923937896,7.61621499061584,2.60769941806793
0.99076801243505,0.776551348643842,0.252315409290747,8.17335295677185,2.6089485168457
0.990798639822638,0.77658156804042,0.252275554364395,8.8166389465332,2.58983557224274
0.990813704572227,0.776595606382277,0.25225537302784,0,2.61845381259918
0.990819091370783,0.776600494514106,0.25224900813768,0,2.60568740367889
0.990821104289018,0.776603131394386,0.252246362835011,0,2.6589663028717
0.990821319626114,0.776603236184248,0.252246106492141,0,2.63307640552521
0.990821319626114,0.776603236184248,0.252246106492141,0,2.60435514450073
0.990821319626114,0.776603236184248,0.252246106492141,0,2.65594158172607
0.990821319626114,0.776603236184248,0.252246106492141,0,2.59287617206573
0.990821319626114,0.776603236184248,0.252246106492141,0,2.65292053222656
0.990821319626114,0.776603236184248,0.252246106492141,0,2.63143131732941
0.990821319626114,0.776603236184248,0.252246106492141,0,2.64489891529083
0.990821319626114,0.776603236184248,0.252246106492141,0,2.64544246196747
0.990821319626114,0.776603236184248,0.252246106492141,0,2.68779618740082
0.990821319626114,0.776603236184248,0.252246106492141,0,2.61404731273651
0.990821319626114,0.776603236184248,0.252246106492141,0,2.62550480365753
0.990821319626114,0.776603236184248,0.252246106492141,0,2.66964917182922
0.990821319626114,0.776603236184248,0.252246106492141,0,2.68753132820129
0.990821319626114,0.776603236184248,0.252246106492141,0,2.64827990531921
0.990821319626114,0.776603236184248,0.252246106492141,0,2.64597382545471
0.990821319626114,0.776603236184248,0.252246106492141,0,2.61524710655212
0.990821319626114,0.776603236184248,0.252246106492141,0,2.64794590473175
